device_id,date,time,latitude,longitude,geohash,temperature,temp_status,heartbeat,hr_status,movement,battery
D003,2024-05-14,13:30:17,7.3004163,5.1341197,s179sc481,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:30:25,7.3005078,5.1341122,s179sc489,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:30:32,7.3006,5.1340823,s179sc490,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:30:40,7.300692,5.1340495,s179sc498,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:30:55,7.3008741,5.134185,s179sc4de,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:02,7.3010052,5.1342153,s179sc4e7,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:10,7.3010552,5.134139,s179sc4ed,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:15,7.301052,5.1340436,s179sc47x,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:24,7.3011074,5.1339707,s179sc4kn,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:32,7.3011533,5.1338872,s179sc4kk,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:40,7.3011647,5.1337958,s179sc4k6,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:31:54,7.3012448,5.1337505,s179sc4kc,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:02,7.3013393,5.1337698,s179sc4m3,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:08,7.3014259,5.1338015,s179sc4mf,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:13,7.3015021,5.1337522,s179sc4q3,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:21,7.3015651,5.1336802,s179sc4nx,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:30,7.3016408,5.1336255,s179sc4pn,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:37,7.3017121,5.1335652,s179sc4ps,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:32:50,7.3016301,5.1336155,s179sc4pj,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:08,7.3018131,5.1337156,s179sc620,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:20,7.3018946,5.1337596,s179sc629,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:25,7.3020076,5.1337527,s179sc633,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:29,7.3021359,5.1337482,s179sc661,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:35,7.3022201,5.1337048,s179sc64x,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:44,7.3022425,5.1336134,s179sc64t,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:33:52,7.3022587,5.1335169,s179sc64e,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:00,7.3023152,5.133428,s179sc651,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:06,7.3023735,5.1333574,s179sc3gr,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:12,7.3024365,5.1332916,s179sc3gy,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:20,7.30249,5.133215,s179sc3uh,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:27,7.3025327,5.1331331,s179sc3u6,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:34,7.3025759,5.1330488,s179sc3u8,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:41,7.3026325,5.1329694,s179sc3sy,34.0,low,69.0,normal,0.0,100.0
D003,2024-05-14,13:34:56,7.302579,5.1330438,s179sc3u8,34.0,low,69.0,normal,0.0,100.0
D007,2024-05-15,06:20:26,7.2951512,5.1347546,s179sb512,31.0,low,59.0,low,1.0,100.0
D007,2024-05-15,06:20:31,7.2951421,5.134861,s179sb516,31.0,low,59.0,low,1.0,100.0
D007,2024-05-15,06:20:36,7.2951736,5.1347387,s179sb512,31.0,low,59.0,low,1.0,100.0
D013,2024-05-15,23:33:03,7.3024129,5.1355192,s179sc7ed,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:35:25,7.3023112,5.1355088,s179sc7e4,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:36:11,7.3023982,5.1356082,s179sc7es,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:37:38,7.3024244,5.1355187,s179sc7ed,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:39:24,7.3024297,5.1356238,s179sc7es,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:42:04,7.3024099,5.1355335,s179sc7ed,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:46:34,7.3023785,5.1356237,s179sc7ek,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:47:33,7.3024682,5.1356367,s179sc7ev,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:47:59,7.3023775,5.1355793,s179sc7e7,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:48:09,7.3023832,5.1354707,s179sc7e3,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:50:04,7.3023522,5.1355907,s179sc7e7,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:52:25,7.302398,5.1355009,s179sc7e9,35.0,low,48.0,low,1.0,92.0
D013,2024-05-15,23:52:50,7.3023563,5.1356413,s179sc7em,35.0,low,48.0,low,1.0,92.0
D014,2024-05-16,03:32:03,7.3047062,5.1415615,s179sczbz,32.0,low,154.0,high,1.0,100.0
D015,2024-05-16,07:10:49,7.2866135,5.1461663,s179mn7rd,33.0,low,56.0,low,0.0,100.0
D015,2024-05-16,07:31:45,7.2866199,5.1462327,s179mn7re,37.0,normal,66.0,normal,1.0,100.0
D015,2024-05-16,07:33:41,7.2866892,5.1462938,s179mne2j,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:33:48,7.2865993,5.1462725,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:33:53,7.2864893,5.1462458,s179mn7qu,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:34:01,7.2865354,5.1463363,s179mn7rn,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:34:09,7.2866236,5.1463017,s179mn7rt,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:34:40,7.2865458,5.1462488,s179mn7rh,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:34:58,7.2866434,5.1462269,s179mn7rg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:36:03,7.2867186,5.1462923,s179mne2j,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:36:44,7.2866262,5.1462349,s179mn7re,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:37:47,7.2865523,5.1461798,s179mn7r4,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:38:05,7.2866459,5.1462215,s179mn7rg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:38:58,7.2867469,5.1462361,s179mne27,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:39:33,7.2866517,5.1462104,s179mn7rg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:40:24,7.2865822,5.1462864,s179mn7rm,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:40:38,7.286667,5.1463228,s179mn7ry,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:41:00,7.2866092,5.1462531,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:41:06,7.2865257,5.1462043,s179mn7r5,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:41:12,7.2866195,5.1462315,s179mn7re,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:41:17,7.2867192,5.1462747,s179mne2h,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:42:09,7.2866314,5.146228,s179mn7re,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:42:14,7.2865226,5.1462247,s179mn7r5,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:42:26,7.2866118,5.1462522,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:42:40,7.2867002,5.1462309,s179mne25,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:43:03,7.2866091,5.1461978,s179mn7re,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:43:51,7.2866858,5.1462523,s179mne2h,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:44:40,7.2865969,5.1462155,s179mn7re,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:45:58,7.2866881,5.1461956,s179mne25,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:46:12,7.2867775,5.1461779,s179mne2d,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:46:20,7.2866893,5.1462147,s179mne25,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:46:40,7.2867433,5.1461392,s179mne23,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:46:58,7.2866428,5.1461967,s179mn7rg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:47:29,7.2867078,5.1462686,s179mne2h,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:48:31,7.2866125,5.1462622,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:48:47,7.2866986,5.1462173,s179mne25,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:48:59,7.2867923,5.1462305,s179mne2e,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:49:11,7.2868965,5.1462458,s179mne3h,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:49:22,7.2867847,5.14627,s179mne2s,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:49:27,7.2866709,5.146249,s179mn7ru,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:49:38,7.2865759,5.14622,s179mn7r7,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:49:54,7.2865882,5.1463138,s179mn7rm,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:50:10,7.2866948,5.1462918,s179mne2j,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:50:15,7.2867869,5.146319,s179mne2t,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:50:24,7.2867804,5.1464104,s179mne88,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:50:34,7.286722,5.1463355,s179mne2n,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:50:40,7.2867988,5.1462739,s179mne2s,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:51:02,7.2868023,5.1461823,s179mne2d,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:51:20,7.2868942,5.1461897,s179mne34,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:51:28,7.286809,5.1461519,s179mne2d,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:51:39,7.2867852,5.1460643,s179mne0x,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:51:52,7.2866906,5.1461172,s179mne21,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:51:57,7.2866253,5.1461876,s179mn7rd,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:52:15,7.2865917,5.1462762,s179mn7rk,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:52:40,7.2864998,5.1462454,s179mn7qu,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:52:51,7.2865912,5.1462779,s179mn7rk,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:52:56,7.2866922,5.1462741,s179mne2h,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:53:04,7.2866015,5.1462778,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:53:30,7.2865257,5.1463294,s179mn7rn,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:54:03,7.2864976,5.1462349,s179mn7qg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:54:14,7.2865761,5.1461844,s179mn7r6,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:12,7.2866663,5.1461923,s179mn7rf,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:21,7.2867627,5.1462556,s179mne2k,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:27,7.2867734,5.1463461,s179mne2w,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:34,7.2867164,5.1464174,s179mne80,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:44,7.2867684,5.1463391,s179mne2w,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:49,7.2869423,5.1463198,s179mne3t,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:55:54,7.287046,5.1463341,s179mne6n,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:56:00,7.2869363,5.1463248,s179mne3q,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:56:05,7.2867746,5.1463196,s179mne2t,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:56:19,7.286862,5.1463512,s179mne3n,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:56:46,7.2869504,5.1462976,s179mne3t,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:56:51,7.2872703,5.1463347,s179mne7q,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:56:56,7.2876692,5.1464142,s179mnetb,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:57:01,7.2880057,5.1464766,s179mnex9,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:57:33,7.286785,5.1463383,s179mne2w,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:57:38,7.2865069,5.1462646,s179mn7qu,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:57:43,7.2863353,5.1462356,s179mn7mg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:57:55,7.286359,5.1463389,s179mn7qn,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:00,7.2864301,5.1464048,s179mn7qx,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:07,7.2865254,5.1463988,s179mn7rp,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:12,7.2866317,5.146584,s179mn7xs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:17,7.2864333,5.1460737,s179mn7q8,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:28,7.2863946,5.1461559,s179mn7q6,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:33,7.2864686,5.1462214,s179mn7qg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:38,7.2865604,5.1462745,s179mn7rk,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:58:56,7.2866665,5.1462611,s179mn7ru,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:18,7.2865836,5.1463086,s179mn7rm,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:23,7.2864925,5.1462686,s179mn7qu,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:32,7.2865703,5.1462122,s179mn7r7,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:39,7.2866346,5.1461468,s179mn7r9,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:45,7.2867244,5.1461194,s179mne21,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:53,7.2868164,5.1460945,s179mne2b,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,07:59:59,7.2869065,5.1460835,s179mne32,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:00:06,7.286823,5.1461511,s179mne2f,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:00:11,7.2867193,5.1461814,s179mne24,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:00:20,7.2866424,5.1462351,s179mn7rg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:00:44,7.2866904,5.1463177,s179mne2j,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:00:51,7.2867814,5.1463575,s179mne2w,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:01:04,7.2866866,5.1463791,s179mne2p,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:01:09,7.2865916,5.1463556,s179mn7rq,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:01:28,7.2866947,5.1463912,s179mne2p,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:02:17,7.2866435,5.1463142,s179mn7rv,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:02:24,7.2865516,5.1462629,s179mn7rh,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:02:31,7.2864579,5.1461948,s179mn7qe,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:02:45,7.2865531,5.1461864,s179mn7r4,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:03:01,7.286611,5.1462635,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:03:11,7.2866876,5.1463138,s179mne2j,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:03:23,7.2866309,5.1462429,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:03:48,7.2867279,5.1463,s179mne2m,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:03:53,7.286874,5.1463676,s179mne3p,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:04:22,7.2867715,5.1463588,s179mne2w,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:04:27,7.2866461,5.1463249,s179mn7ry,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:04:56,7.2866441,5.1462278,s179mn7rg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:05:05,7.2866028,5.1461404,s179mn7r9,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:05:17,7.2865306,5.1462075,s179mn7r5,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:06:41,7.2865735,5.1462875,s179mn7rm,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:07:11,7.2866643,5.1463367,s179mn7ry,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:07:16,7.2867725,5.146393,s179mne2x,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:07:23,7.2868356,5.1464588,s179mne8c,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:07:30,7.2867579,5.1464104,s179mne82,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:07:35,7.2865722,5.1463638,s179mn7rq,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:07:40,7.286422,5.146339,s179mn7qq,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:08:05,7.2864962,5.1462843,s179mn7qv,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:08:23,7.2865191,5.1461913,s179mn7r4,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:08:34,7.2866163,5.1462217,s179mn7re,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:09:13,7.2865372,5.1462899,s179mn7rj,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:10:00,7.2866267,5.1463201,s179mn7rt,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:10:06,7.286713,5.1463623,s179mne2n,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:10:48,7.2866119,5.1463213,s179mn7rt,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:10:55,7.2865168,5.1462813,s179mn7rj,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:11:00,7.2864332,5.1462384,s179mn7qs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:11:10,7.2863363,5.1462245,s179mn7mg,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:11:22,7.2864298,5.1462349,s179mn7qe,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:11:52,7.2865259,5.146252,s179mn7rh,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:12:09,7.2866161,5.1462401,s179mn7rs,37.0,normal,47.0,low,1.0,100.0
D015,2024-05-16,08:28:13,7.2866737,5.1462463,s179mn7ru,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:28:40,7.2866297,5.1461559,s179mn7rd,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:29:07,7.2865891,5.1460685,s179mn7r2,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:30:04,7.2866052,5.146164,s179mn7rd,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:30:43,7.2866049,5.1462549,s179mn7rs,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:33:24,7.2865802,5.1461664,s179mn7r6,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:33:43,7.2866688,5.1462029,s179mn7rg,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:34:45,7.2866837,5.1462967,s179mne2j,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:35:00,7.2866109,5.1462392,s179mn7rs,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:35:18,7.2866944,5.1462752,s179mne2h,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:35:37,7.2866001,5.1462436,s179mn7rs,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:35:53,7.2866919,5.1462791,s179mne2h,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:35:58,7.2867912,5.1463412,s179mne2w,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:36:10,7.2867205,5.1462745,s179mne2h,36.0,low,58.0,low,0.0,3.0
D015,2024-05-16,08:36:44,7.286674,5.146196,s179mn7rg,36.0,low,58.0,low,0.0,3.0
